,Date,User,Tweet
221,2022-12-22 11:21:19+00:00,ryuryu9629,@tantan_python たんたんさんCBクラッチ楽しみにしてますよ🥺
222,2022-12-22 11:20:52+00:00,affine_space,C++何も理解してないからちょっと凝ったこと(フォルダ走査とかexcelファイルを加工してtxtにするとか)をするのにpythonが便利なんよな〜
223,2022-12-22 11:20:50+00:00,amicho_loloc,"WebデザインとPHPとPython覚えたいし
弟はJavaと動画クリエイター技術学びたいから
DMMプログラミングスクールの無料体験
弟と一緒に受けようかな🦒✨
https://t.co/RaqNwrkXVn
即戦力のスキルを身につけたいし
現役エンジニアが教えてくれるみたいだし
短期間で上達する独自カリキュラムは嬉しいね🐕‍🦺"
224,2022-12-22 11:18:41+00:00,ryuryu9629,"@tantan_python ホントなら買いたいですけどね……😂
あと嫁から飼うならメスにしとけばって言われてます😱"
225,2022-12-22 11:18:15+00:00,atarashicho,"#Python 関連の最新注目書籍
#開発技法 部門売上ランキング 10位！
『競技プログラミングの鉄則 ~アルゴリズム力と思考力を高める77の技術~ (Compass Booksシリーズ)』
https://t.co/FggFk2LHr3"
226,2022-12-22 11:17:11+00:00,hi6ki3,エンジニア学生が普段使っているプログラミング言語、1位は「Python」【サポーターズ調べ】 | Web担当者Forum https://t.co/NVZEIhdOoT @webtanforumより
227,2022-12-22 11:16:35+00:00,tbpgr,"自分はエンジニアから人事領域にきているわけだが、人事の場合、メンバー段階ぐらいからマネジメント・ボードに関わるインプットが必要になってくるので特殊

「いい感じに成長する」エンジニアのキャリアと学び方 - 2023年オススメPython本を添えて - Lean Baseball https://t.co/TWQ2K2669b"
228,2022-12-22 11:16:26+00:00,QwerIncognito,MATLABやPythonでColourBass作れるしいいかぁなんて思ってたけど，何回も音のテクスチャを変えつつ試行錯誤していくのが大事なので，VST要るなぁと感じるなど
229,2022-12-22 11:15:56+00:00,oyama_manabi,"@python_begin パイソンさん、ありがとうございます。
これからも精進します😃"
230,2022-12-22 11:15:26+00:00,ryuryu9629,@tantan_python 6万も一気に使ったら嫁に怒られそうです……😱😱😱😱😱
231,2022-12-22 11:15:07+00:00,coffeepara,"始めるなら今！ 
一念発起して 
いまこそ 
未来の自分のための勉強を始めませんか？ 
すごく親切な講座です。 
 
Pythonプログラミング入門講座 
https://t.co/4haubY2NsY"
232,2022-12-22 11:15:04+00:00,SanAnimeChannel,"Pythonでデータ処理してる人は、皆どうやってるんかなぁ。統計とか分析とかするためには色々手法も確立してるとは思うけど、収集したデータからExcelやグラフ化とかするだけの場合どうするのが最善なのか良くわかってない。
mergeやgroupby、特定列取り出してcountやsumみたいな力業でええのか？w"
233,2022-12-22 11:13:51+00:00,shinchankosen,python完全に理解した
234,2022-12-22 11:13:21+00:00,dreaming_mom,"「数学＋Python」３回目講座復習完了！
pandas初めて触りましたがおもしろい～～💛
「python使いこなしたらExcelのデータ分析がいらなくなる」っていうのも大変画期的でした・・！
何より、講師の鈴木先生の授業がとても分かりやすい！
次は「統計学の時間」です！あともうちょっとだけ頑張ります。"
235,2022-12-22 11:12:53+00:00,ryuryu9629,@tantan_python 可愛いですね👍👍👍
236,2022-12-22 11:11:38+00:00,morimoritiger,"pythonの勉強を始めて教材のコードを勝手に杏ちゃんにして出力してる

'大村杏'.replace('村', '紫')
↑
pythonで実行すると大紫杏と出力される

杏 = '大村杏'
print(杏[0])
print(杏[1])
print(杏[2])
↑
「python 任意の文字列.py」で実行すると大村杏が縦で表示される
#大村杏 #にゃぁんず #python"
237,2022-12-22 11:11:35+00:00,ryuryu9629,@tantan_python シャンパンエンチレオパードですか？！
238,2022-12-22 11:10:51+00:00,kabujijiji,"2日連続で負けるとさすがにメンタルきつい😵笑
…なんか、日銀が長期金利の上限引き上げてから潮目が変わった気がするな🤔
急に負け始めた🤔
#Python
#自動売買
#bot https://t.co/zvjtnpt7E7"
239,2022-12-22 11:10:10+00:00,codecozo,"サクッとできる。Pythonで仮想通貨の積立投資bot開発: AWSサーバーレスLambda,SAMで動かす Kindle版

#ビットコイン
#暗号資産 
#お金

https://t.co/1aqDf2b3RC"
240,2022-12-22 11:09:55+00:00,DSL_Tw,"全員がシステム開発とコンサルティングができる""ITコンサルタント""の企業は魅力的すぎる....👏👏👏
#プログラミング初学者
#駆け出しエンジニアとつながりたい 
#Python 
#春から慶應 
#春から早稲田

https://t.co/ZUyGz9ARtc"
241,2022-12-22 11:09:45+00:00,Half_bot_accoun,"2022-12-22 20:09:45 のおすすめのアイテムは↓ 
お家時間を有効にクリエイティブに Pythonではじめるデスクトップアプリ開発入門 https://t.co/bITGfALy2c"
242,2022-12-22 11:08:17+00:00,skagao,Pythonのsorted()やmax()などで引数keyを指定 | https://t.co/WqxoMmEofO https://t.co/o1D698QjZI
243,2022-12-22 11:07:37+00:00,chi__python,"今日はデイトラDAY16でプログラムを実行…✍

ん？h1タグ内にテキストがないんだけど…
これh1タグにテキストがなかったらの分岐とかエラー対応しちゃって良いんかな…

明日分岐させてh1~h5全部なかったら質問しよ

#デイトラ #Python #Python3"
244,2022-12-22 11:07:37+00:00,pengin_,コンピューターサイエンスの専門家がやってるjavaやpythonの授業を聞くというのは、なんだかんだ間違いない入り口ではあるよね。新しいとか古いとかは関係なく
245,2022-12-22 11:06:59+00:00,TryPython,"2022-12-22 20:06:59 のおすすめのアイテムは↓ 
お家時間を有効にクリエイティブに Pythonではじめるデスクトップアプリ開発入門 https://t.co/eExLah7lfY"
246,2022-12-22 11:04:41+00:00,kage_ART_77mu,"以前購入した、JavaScriptコードレシピ集につづき、
Pythonコードレシピ集まで、
手に入れてしまった…。
作品の製作に役立つはず。
コツコツ実戦でござる✨ https://t.co/9IjVNLgX51"
247,2022-12-22 11:04:37+00:00,chisa91010081,"Python🐍の書き方
ちょっとずつ
わかってきてうれしい！
ヾ(●´∇｀●)ﾉ

#ブログ書いた

https://t.co/m8ICjFDdxG"
248,2022-12-22 11:04:27+00:00,yukiya285,"プログラミングの第一歩、 #Python をインストールする方法
#プログラミング初心者 #駆け出しエンジニアと繋がりたい
https://t.co/pBfZxnbCNF"
249,2022-12-22 11:04:15+00:00,AKiTAKA2104,python触る時間がなかなか確保できないから、統計検定データサイエンス基礎の本でも買ってみようかな。
250,2022-12-22 11:04:02+00:00,genji_police,pythonなどを使用すれば、自分のマシーンでダウンロードできるため、セキュリティ面からもおすすめです。
251,2022-12-22 11:03:57+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 20:03:56
Python Ctypes  匿名(無名)構造体　よくわかりません。ご教授お願いします。
https://t.co/omHRi0Ad0Q
#python"
252,2022-12-22 11:02:37+00:00,Binary__number,"@choko1229da 全部C#()
Python嫌いだから…"
253,2022-12-22 11:02:16+00:00,ShibaTomonori,"Day10までに学んだpythonの知識で昔懐かしゲームブックの１シーンを再現してみた。
毎日少しづつ構文を覚える毎に出来る事が増えてゆくのスゲーワクワクする😃 https://t.co/MrEt9Cnj7v"
254,2022-12-22 11:01:40+00:00,choko1229da,"@Binary__number すごぉ
Pythonで作ったんですか?"
255,2022-12-22 11:00:02+00:00,andy_totto_,"【Python】勉強したことmemo
bit表現、忘れて調べたのでmemo
・01表現でそのまま変数に入れる→0b〇〇
・bit表現で出力→bin(〇〇) https://t.co/pdWh5Rq6Od"
256,2022-12-22 11:00:02+00:00,books_python,"こんばんは。Python関連書籍のご紹介です。
Pythonコードレシピ集 https://t.co/2Rw86onPTF @amazonより"
257,2022-12-22 11:00:01+00:00,nori_digitalDIY,"[Python]
「math.cos()関数」
三角関数cosを求める関数です
こちらを使用することで直角三角形の辺や角度を求めることができます

Python「math.cos()関数 ~cos (コサイン)~」 https://t.co/YkwcRJmgCN"
258,2022-12-22 11:00:01+00:00,arika_technavi,"【定期】Pythonを使った業務効率化とPython3エンジニア認定基礎試験の動画を上げています。
 
現在、業務効率化の方はPySimpleGUIの情報を発信しています。
 
興味のある方は是非ご視聴ください！
 
#python試験
#PySimpleGUI
 
https://t.co/KaQBr0KyQf"
259,2022-12-22 11:00:00+00:00,pronichi,"本日もお疲れさまでした！プロニチ毎時更新中
2022年12月22日 木曜日 Python新聞
#Python #Django
https://t.co/Xhv0HWx9m4"
260,2022-12-22 11:00:00+00:00,lotsful,"＼案件のご紹介🌟／
 
テクノロジーにより、産地とともに持続可能な農業と地域を創ることを目指すAGRI SMILEにて、データサイエンティストの募集です💻
▶pythonを活用したデータサイエンスのご経験をお持ちの方におすすめ😊
 
#lotsful #ロッツフル #副業 #複業
https://t.co/ot8VX02NUt"
261,2022-12-22 10:59:07+00:00,money0119,"いよいよ9月ですね。 
始めるなら今！ 
一念発起して 
いまこそ 
未来の自分のための勉強を始めませんか？ 
すごく親切な講座です。 
 
Pythonプログラミング入門講座 
https://t.co/9JJ2xmVfZf"
262,2022-12-22 10:54:59+00:00,izumiPython1,「Python 学習レッスン I」コースを修了しました！ https://t.co/iaGUjxrpWP #Progate
263,2022-12-22 10:54:06+00:00,Gennai__,来年はPythonを極めるのが目標
264,2022-12-22 10:53:38+00:00,takeshi_jiyujin,"@python_begin パイソンさん😁
それでいいんです✨
まずは楽しんでアピールしましょう♪楽しみの先には素敵なご褒美が待ってますよ😁👍"
265,2022-12-22 10:52:51+00:00,Pk2Ab,"データ分析に興味なかったけど使いたくなってきた
pythonじゃない言語やりたいって思ってたのに次もpythonになりそう😖😖😖😖😖😖😖"
266,2022-12-22 10:51:30+00:00,k02415,"会社内でpython を用いたデータ分析の環境を全社員に提供したい。
問題は、サーバをどのくらい用意するかだ。
1人がサーバを落としたら全員に影響がいくのは避けたい。

社内awsとかでjupyterを社内で使えるようにしたケースとかないかしら。"
267,2022-12-22 10:50:57+00:00,Haruki_Stable,"@kira_python 綺羅さん⭐️
断ち切って欲しいですね！"
268,2022-12-22 10:50:31+00:00,VIH0tx5iesRxBxN,"［第3版］Python機械学習プログラミング 達人データサイエンティストによる理論と実践 impress top gearシリーズ 267

本 Kindle 電子書籍 売れてます！
https://t.co/c6NJtA60UV"
269,2022-12-22 10:50:11+00:00,akitosidebiz,@kira_python 実践して生きた知識を得ないといけないですよね!
270,2022-12-22 10:49:26+00:00,DrOmugi,"EduBlocksの学習教材「黄金長方形内の正方形の対角線を直線で結ぶ描画」にプロジェクトファイルを追加しました。
https://t.co/4BajhYdQlW

#プログラミング初心者 #プログラミング学習 #Python #プログラミング教育 #プログラミング #教育ICT  #今日の積み上げ #EduBlocks
https://t.co/L8nzGWD8Dm"
271,2022-12-22 10:49:06+00:00,ryutohanto11,"Carpet Python
""Zebra het Granite""♀
モリモリ食わせてます

#カーペットパイソン
#ゼブラ
#グラニット https://t.co/jyxpztVR84"
272,2022-12-22 10:48:17+00:00,mayum_ol,"@python_begin ありがとうございますっ❣️
ガッカリさせないように頑張って作ります💪
ぜひ一緒に図解楽しみましょう～！"
273,2022-12-22 10:47:31+00:00,KinoharuK11585,"【夜学習】#TOEIC #PyQ @マック
19時前にマック到着with小5息子
✅スタサプEnglish(30min)
到着してすぐにアプリ開いて問題クリック！
英語はやれる時にやる！
✅PyQ
コース2の折り返し地点
「総合演習（Pythonはじめの一歩）」
作りがstepを踏めるような親切設計
少しずつ形になり自信につながります"
274,2022-12-22 10:47:30+00:00,yamada6477,"箕面プログラミング
ハイスキルエンジニア育成受講
①オンラインのライブ授業
②通いやすい月謝制
③プライベートレッスンあり
④ポートフォリオ制作サポートあり
⑤就職／転職の質問可能
https://t.co/FR6yR7bsRl
#箕面 #プログラミング #キャンプ #オンライン #WEB #Python #DX #マンツーマン #転職 https://t.co/X18z7LWw5h"
275,2022-12-22 10:46:33+00:00,chen_bf_tank,"Pythonで決定木モデルを作る

わかんねーわ"
276,2022-12-22 10:46:29+00:00,sakiagain,@python_lady ちさとさんとなら✨よろこんで🥺
277,2022-12-22 10:45:31+00:00,VIH0tx5iesRxBxN,"［第3版］Python機械学習プログラミング 達人データサイエンティストによる理論と実践 impress top gearシリーズ 118

本 Kindle 電子書籍 売れてます！
https://t.co/c6NJtzNRGN"
278,2022-12-22 10:43:16+00:00,seik11874,学問バー、数理系の学生ならQiitaやっててくれると研究の方向性というのがじんわりわかるのでよいな。専門の内容は正直なところわからんので、Pythonでどのライブラリ使ってるとかで、へーそういう計算したいのかーというのがわかるので。
279,2022-12-22 10:41:39+00:00,rsharuru_dot,"「プログラミング言語で好きな言語を教えて！」
普通の人「Python」
普通の人「C#」
凄い人「CSS」
アップル信者「AppleScript」"
280,2022-12-22 10:40:50+00:00,fgshun,"競技プログラミング用、自作 Python ライブラリ自作。 Sparse Table 。こないだの ABC 、 AtCoder Beginner Contest 282 F - Union of Two Sets に影響されて。

https://t.co/oelstzvkkh"
281,2022-12-22 10:39:20+00:00,nfuvdjdicujhjf,情報処理pythonの民おるかわからんけど、課題6教えてほしいです
282,2022-12-22 10:37:39+00:00,Minato_1st,@kira_python 今のうちに学んでおかないとマジで勿体無いです😂
283,2022-12-22 10:37:08+00:00,kamikudakun,Python Ctypes  匿名(無名)構造体　よくわかりません。ご教授お願いします。 https://t.co/qyfndqdigy #Python
284,2022-12-22 10:36:39+00:00,mybackofficecat,@fukutaro_yumemi 蛇が好きだからPythonしか書けないとかキャラ最高過ぎませんか🤣✨✨
285,2022-12-22 10:35:57+00:00,tsu_kima_sa_3,"東大GCI復習(W0〜4回前半)
W0(予習)のPython基礎ではTOU初級オブジェクト指向PGで習ったことも復習できた😌
W1〜4回目まででPythonのライブラリをインポートしコーディングすると表やグラフが描けることは最初とても驚いた。この辺りはTOUのデータサイエンス科目でも扱っているようだ🤔 https://t.co/n1FnEGpqWa"
286,2022-12-22 10:34:57+00:00,hiyopapa4,"会社の集計ツールを改修するため、pythonいじってますが、言語が違うとちょいちょい変わるな〜
でも、実際に動作してるの確認すると面白いところは変わらない

#python #プログラミング #駆け出しエンジニア"
287,2022-12-22 10:34:53+00:00,aratakefu23no1,@seekingbestway Pythonをはじめてるのですが、なんでも構わないのですか？その辺が疎くて本の多いものにしました。おすすめのものはありますか？
288,2022-12-22 10:33:24+00:00,nao1meme,@jun50_python (なんで3いいねついてるの???)
289,2022-12-22 10:33:19+00:00,taihong7803,"PythonでもRubyでもない「最初に学ぶプログラミング言語」はこれだ
https://t.co/WTQggmGP5M

#プログラミング
#プログラミング初心者"
290,2022-12-22 10:33:02+00:00,momokotoneko,"@python_lady 綺麗だね〜☺️
お疲れ様です"
291,2022-12-22 10:32:56+00:00,nakaneiroiro,"mac版imovie触ってみたけどマウス操作前提になってて全然自動化出来ない。

Pythonでゴニョゴニョしてもそれ以外の作業が要人力すぎる。。。"
292,2022-12-22 10:30:29+00:00,nao1meme,@jun50_python いつ会うー？
293,2022-12-22 10:28:08+00:00,nao1meme,@jun50_python じゃあ今度会おうか^^
294,2022-12-22 10:27:44+00:00,itsuon120n,"いつおんチャンネルで新しい動画を公開しました。
【Automatic Composition】初太-Hatta V4-No．2861【アルゴリズム作曲】 https://t.co/sJP547TsBs
#音楽 #Python #自動作曲 #プログラミング #Youtube"
295,2022-12-22 10:27:40+00:00,masalistor,pythonつまらん…
296,2022-12-22 10:26:16+00:00,arXiv_cs_CL_ja,済みモデル (BERT など) などの共同タスクに対処する方法について説明します。次に、タスクの 2 つのレベル (インテント分類とスロット フィリング) が相互作用して明示的にパフォーマンスを向上させるネットワークを詳しく見ていきます。このモデルの Python ノートブックのコード デモンストレーショ
297,2022-12-22 10:26:13+00:00,nao1meme,@jun50_python 準
298,2022-12-22 10:25:34+00:00,nao1meme,@jun50_python 準
299,2022-12-22 10:22:05+00:00,RunaAnaguri,"vbaで配列扱うの凄く苦手。
pythonが便利すぎるかもだけど
でもステップインで落ちる問題解決したからヨシ！"
300,2022-12-22 10:21:53+00:00,9boz,ffmpegーpython とは？
301,2022-12-22 10:20:06+00:00,eringo2164,pythonのfor文楽でいいな
302,2022-12-22 10:19:45+00:00,nao1meme,@jun50_python 準ねこ
303,2022-12-22 10:19:02+00:00,a_maumau_,@dumblepytech1 ありがとうございます．その通りだと思います．後ろにCがいることを念頭におくと，むしろクラスっぽいものを実装する方が気持ち悪いことになりそうですが，記述量とリーダビリティの観点から楽に書き/読みたい！，という気持ちになってしまうんですよね（特にpythonライクなシンタックスなら）．
304,2022-12-22 10:18:45+00:00,nao1meme,"@jun50_python きた
準ねこ"
305,2022-12-22 10:18:01+00:00,yonosuke27,"#モンティパイソン のおバカな歩き方をやると、行動的になって健康にもいいらしい。

Monty Python's 'silly walks' an easy way to be active, healthy - study https://t.co/GDLNcuwUpN"
306,2022-12-22 10:17:53+00:00,itbooks_jp,【人気Kindle本】 あなたの仕事が一瞬で片付くPythonによる自動化仕事術 | 大人気 Youtube「キノコード」と連動して学習可能  キノコード https://t.co/ctNvISSlRH
307,2022-12-22 10:17:07+00:00,iwasiman,よさげな本も色々添えられてますね。なんかPythonの本また読んで見るかなあ。 / 2件のコメント https://t.co/E9uyhcORNg “「いい感じに成長する」エンジニアのキャリアと学び方 - 2023年オススメPython本を添えて - Lean Baseball” https://t.co/cIj4FzFbUb
308,2022-12-22 10:16:07+00:00,wvhaship,"Pythonとネットワーク自動化基礎検定。チェック。
https://t.co/d0QSxO89iv"
309,2022-12-22 10:15:56+00:00,trendsbot4,"日本の今のトレンド第1位は'タイトルホルダー'だ！，関連ワードを可視化しました！ #python, #wordcloud https://t.co/UM7GwW1xyi"
310,2022-12-22 10:15:40+00:00,consul_akihiro,"プログラミング言語の使い分け
WEB Javascript
AI Python
アプリ Ruby

#プログラミング
#プログラミング言語
#プログラマー"
311,2022-12-22 10:15:01+00:00,datascience0123,"応用情報技術者試験、合格！
来年は、Python実践→統計準1級"
312,2022-12-22 10:14:44+00:00,Nukazuke_k,"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 赤い瞳のキャラと言えば？
● どうしたらKukiyomena…
● Python以外の言語ってして…
● どうしたらKYappのチャンネ…
#質問箱 #匿名質問募集中

https://t.co/eqz5P2LL3Y"
313,2022-12-22 10:14:25+00:00,VIH0tx5iesRxBxN,"［第3版］Python機械学習プログラミング 達人データサイエンティストによる理論と実践 impress top gearシリーズ 555

本 Kindle 電子書籍 売れてます！
https://t.co/c6NJtzNRGN"
314,2022-12-22 10:14:13+00:00,YouLifeT,@python_lady いや…
315,2022-12-22 10:09:05+00:00,zero_kpr,"上司「じゃあこるぼーくんSQL書いてみてね」
ぼく「クエ？」
上司「がんばって！」
ぼく「え、競プロerなのでC++とPythonしか書けないよ〜😢」
上司「がんばって！」
ぼく「😭ｶﾀｶﾀ」"
316,2022-12-22 10:08:48+00:00,ichiyaduke23,"🔥炎🔥
@yohei_Python さーん https://t.co/db8hUClF7L"
317,2022-12-22 10:08:35+00:00,trendsbot4,"日本の今のトレンド第1位は'#サンタ板倉'だ！，関連ワードを可視化しました！ #python, #wordcloud https://t.co/bhNfOFpv8q"
318,2022-12-22 10:08:32+00:00,dixhom_zbygcz,"python, {}で囲った領域で宣言された変数はローカル変数になる仕組みが欲しい。色々な場所で副作用なく短い変数名を使えたら便利やん？"
319,2022-12-22 10:08:10+00:00,Iwacchaan,Node.jsのインスト... 『まとめて学ぶＰｙｔｈｏｎ＆ＪａｖａＳｃｒｉｐｔ』 1時間 https://t.co/tkis8VXwXV #studyplus
320,2022-12-22 10:08:06+00:00,dna4_,@mskr_python 一応その方面の企業もいくつか見てるんですが、IT系の会社の人と話してる時の方が楽しいんです😆
321,2022-12-22 10:08:03+00:00,rsharuru_dot,"curl＝nature RemoをPCで操作
構造化データ＝Google検索で星評価表示
pyperclip＝クリップボードからコピペ（Python）"
322,2022-12-22 10:06:14+00:00,sodastsai,"RT

其實很喜歡 Python 耶

個人喜好排序的話
第一群是 Swift, Objective-C, Python
再來則是 C++, C, PHP改，頂多 JavaScript"
323,2022-12-22 10:05:47+00:00,Half_bot_accoun,"2022-12-22 19:05:47 のおすすめのアイテムは↓ 
お家時間を有効にクリエイティブに Pythonではじめるデスクトップアプリ開発入門 https://t.co/bITGfB3Hgk"
324,2022-12-22 10:05:39+00:00,pacs93822056,"@python_lady お疲れ様でした😊😊😊😊😊
素敵なお空です👍👍👍👍👍"
325,2022-12-22 10:05:14+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 19:05:14
必要最小限のjupyter_lab_config.pyを作る
https://t.co/kEXYS9GezS
#python"
326,2022-12-22 10:05:09+00:00,uhiiman,"#うひーメモ
投稿時間:2022-12-22 19:05:08
【Django】個人的に好きなディレクトリ構成と設定方法
https://t.co/MQ3nYGCDjg
#python"
327,2022-12-22 10:04:47+00:00,daikichi090,ターミナルにkivyと打ち込んだあと、計算はできる。文字列の表示など。つまり、kivyやPythonのインストールそのものはできている。kivyはPythonでゲームを作るアプリ。
328,2022-12-22 10:04:28+00:00,fuzzysphere,機械学習部分がC++/Pythonな状況で、プロダクトのコードにRustを使おうとするの、いろいろ厳しい気がする。何かいい方法があるんだろうか？
329,2022-12-22 10:03:53+00:00,Jphonix_VR,Python完全に理解し
330,2022-12-22 10:01:54+00:00,quickAgent_jp,"本日のスキル別業務委託エンジニア紹介件数

PHP：1件
Ruby：4件
Python：1件
React：6件
Go：3件
Flutter：1件

業務委託エンジニアにお困りの企業様はこちらからお申し込みください（無料）
https://t.co/U8tYHTddT8

#エンジニア採用"
331,2022-12-22 10:00:42+00:00,Sei_CHeeN,Pythonですか...
332,2022-12-22 10:00:14+00:00,Wedison11,"主婦に人気の講座。
Pythonに関心が高まっているのにびっくり！副業の味方になるようです。 
--------- 
『pythonプログラミング基礎講座
-プログラミング入門＆Excel自動処理』 
プログラミングの基本を習得し、日々のExcel作業を自動化 
https://t.co/YFdbcN4cz4"
333,2022-12-22 10:00:01+00:00,nablas_inc,"エラー原因を特定せよ🧐
難易度★★★☆☆
#解けたらRT

【#CTE014】
a と b は同じはずなのにどうして…？

#Catch_The_Error
#プログラミング
#Python 🐍 https://t.co/DUmgxgmkEY"
334,2022-12-22 09:59:35+00:00,kenkengo123,"@python_lady 黄昏時ですね✨
いい感じ💙"
335,2022-12-22 09:59:33+00:00,ZEMIofOBATA,"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● ゼミテンに嘘つきはいますか？
● 新四年生のかたはどのくらいプロ…
● 同期にPythonを使える人は…
● 尾畑先生既婚者なんだ...お子…
#質問箱 #匿名質問募集中

https://t.co/w6d5FeAR6G"
336,2022-12-22 09:55:42+00:00,goal_ti,"@python_lady お疲れ様でしたm(_ _)m
青と薄いピンクのグラデーションが綺麗ですよね☺️"
337,2022-12-22 09:55:36+00:00,ogi_mse,"pythonでナーススケジューリング問題に挑むお仕事中
なぜシフトパターンが20も30もあるのか"
338,2022-12-22 09:55:04+00:00,uotanino,期間は結構マチマチだったりします😇駆け出しエンジニアと繋がりたいpythonで副業したい既卒フリーター、第二新卒におすすめのIT・Web業界特化型のエージェントをプロフィールにまとめてますこの業界資格 #駆け出しエンジニアと繋がりたい #今日の積み上げ
339,2022-12-22 09:54:13+00:00,HGPRGPSSOP,MacBookが落ちたと思ったら裏でPythonコードが動き続けていたっぽい……
340,2022-12-22 09:53:55+00:00,GabakuG,"今日の体重68キロ。
今日はPythonを使ったデータ加工の仕事を主にやっていました。
明日で仕事納め。
がんばる！！"
341,2022-12-22 09:52:58+00:00,yawnc_eth,いくつかプロジェクトに参加させてもらったりバグバウンティとかハッカソンに出てみてたけど、Pythonいじってた時も通してポートフォリオや個人開発といえるものがほぼ無いことに気がついた…
342,2022-12-22 09:52:38+00:00,0bitcorp,"詳しい人、楽しいモジュールがあったら教えてください。私はほぼ初学者です。
#Python 
#プログラミング"
343,2022-12-22 09:51:13+00:00,sumomoche,"@affiliate_niina @python_begin @nagiko8888 @Fukugyou_Tomo @hisa37ouen @maru_management @yuzu_sinnosuke @tomoki_toto @zaosi3 @nori_autoincome @kigurumi_m @tasukimon にーなちゃん、いつもありがとう😊
みなさまこんばんは、LINEマーケティングや用語の解説を親父ギャグを入れて発信してます🥸
みかこです。フォロバしますので仲良くしてくださいね
🥰"
344,2022-12-22 09:50:05+00:00,arkouji,Pythonで一定時間ごとに自動でスクリーンショットを撮るプログラムを作ってみた https://t.co/grsCnLc7Ex
345,2022-12-22 09:49:50+00:00,si199606,初めてlambdaでpython動かしてみたけど、楽しすぎる
346,2022-12-22 09:47:08+00:00,kamomegood,"Pythonのスクレイピングに関する問い合わせ

私が人からプログラムの事で質問を受けるなんて！

答えてみて、自分で作れるかもしれないから、その人のやりたい事やってみようと思う

作ったプログラムのちょこ変で出来そう

なんか、ワクワクする🥰"
347,2022-12-22 09:46:16+00:00,hamukazu,確かに言語によらない問題なのですが、Pythonのlistの*演算というのは特に便利なので「よくわかってないのにやってしまいがち」というのはあると思います。 https://t.co/VHT02H1gxf
348,2022-12-22 09:45:33+00:00,CS64628175,"2022-12-22 18:45:33 のおすすめのアイテムは↓ 
お家時間を有効にクリエイティブに Pythonではじめるデスクトップアプリ開発入門 https://t.co/3sIZrRm5Aj"
349,2022-12-22 09:40:30+00:00,Shin_smtdvc,"ちまたでは情報処理技術者の試験結果報告で賑わっているなか申し訳ないが、Pythonエンジニア認定基礎試験の報告をさせて頂きます😗
#python試験

診断士2次の結果までは、TLで流れていた本を読もうと思います。 https://t.co/eptXWBCz9j"
350,2022-12-22 09:37:34+00:00,hamukazu,"Python初心者がハマりやすい「リストのリストの*演算は危険」という話をサンプルコードにまとめました。
https://t.co/XCWRye9w4s"
351,2022-12-22 09:35:58+00:00,TSNRYMST,@Pythonist19 僕はpython2から3への移行で、python を信じきれなくなり、goに宗旨替えしました。
352,2022-12-22 09:35:35+00:00,mines2001,"@FLY_GUCCI_KC10 これから学ぶならPythonなのかCやJAVA,SQLとかどれが良いのかなと..."
353,2022-12-22 09:34:23+00:00,crVc7qcvXEEMAMo,Python「行け！C♯」 https://t.co/vahFw0flvM
354,2022-12-22 09:33:17+00:00,hachi_python,"pythonで副業したいと思っているならスクレイピングを勉強しましょう

今はネット時代なのでスクレイピング需要があります

#駆け出しエンジニアと繋がりたい"
355,2022-12-22 09:33:13+00:00,pythonnewbielog,"少し前の記事ですが、アクセスが多いのでご紹介します。

【書籍紹介】「Python[完全]入門」
https://t.co/bSpgQAyMP4

#python
#例外処理
#初心者向けブログ
#ゼロから学習するpythonブログ"
356,2022-12-22 09:31:54+00:00,ktm2329,@python_lady なんとも言えない、けど幻想的で綺麗な空ですね😊
357,2022-12-22 09:31:00+00:00,hfduohsfu342542,"PythonでTwitterのフォロー&amp;RT懸賞を自動化してみた

そのうち当たるかなー
https://t.co/JgOERT5ewb"
358,2022-12-22 09:30:14+00:00,9min_packup,思ったんですけど、ウディタでPOST通信できるってことは、ローカルサーバ起動するアプリ作って通信させとけば、擬似的にだけど、ウディタでjavascript やらpythonやらなんかの言語での処理を実行できるのでは（ウディタって何）
359,2022-12-22 09:30:07+00:00,bookcomp_info,"⚡12月22日  新着ランキング⚡

Pythonでしっかり学ぶ線形代数 行列の基礎から特異値分解まで (KS情報科学専門書)
神永正博（著）

＼入門書  Amazonランキング第16位！／ [12月22日0時点]
https://t.co/lC1SKMhaRL"
360,2022-12-22 09:30:01+00:00,y__hayashi,"人気なフレームワークをすぐにインストール
 https://t.co/ucQNXnOUmk
#buildree #php #Laravel #fuelphp #フレームワーク #apache #nginx #エンジニア #python #go #nodejs #プログラミング学習 #プログラミング初心者"
361,2022-12-22 09:29:30+00:00,l4zurite,"用意されてるメソッドを定型的に使うぐらいなら""Python完全に理解した！""って状態のぼくでも出来ると思うけどコードやメソッド見て色々な所への紐づきやら把握して応用したり理解するにはオブジェクト志向をナチュラルに理解してないと無理だわコレ(Androidくんクラスメソッドが大量なので)"
362,2022-12-22 09:29:20+00:00,yu_2005_0503,@kira_python 勉強の仕方で決まりますよね☺
