,Date,User,Tweet
273,2022-12-22 13:34:15+00:00,pokemonmaid,@rzpIFAEaQI1sdZC 「どんな戦争も容易なものは無い  一度戦争に身を投じた政治家は制御しがたい戦いの奴隷となる」そういう事だと思います
274,2022-12-22 13:34:15+00:00,rodden151,"軍事力は民主政治を

産み落としながら

その功績を誇ることは

許されない。

それは不公正なことではない。

なぜなら民主主義とは

力を持ったものの自制にこそ

神髄があるからだ。

強者の自制を法律と

機構によって制度化したのが

民主主義なのだ。"
275,2022-12-22 13:34:14+00:00,mizudokei0,"@jinkamiya やっぱり、事務局長代理みたいな人はいないのかな
ずっと兼任じゃ政治活動に集中できないよなぁ"
276,2022-12-22 13:34:12+00:00,takuya19722,"@NorthKoreaJAPAN 元トランプ大統領に政治利用されてませんか？

トランプさんに騙されてないで、北主導で朝鮮半島統一してください！"
277,2022-12-22 13:34:10+00:00,tyandori,同感。あっつんさんに対する害オタの嫌がらせの数々を見れば温泉むすめとタッグを組むことが大きなリスクをはらんでいる事がよく分かりますよ。 https://t.co/0PbL7p67FN
278,2022-12-22 13:34:08+00:00,E5ROsabasaba,"@FIFI_Egypt 良いけど政治的な思想を抑えてくれるかね？

そして左でも右でも良いけどせめて愛国心ある人は絶対。

日本国旗にケチつけてるような人は除外して欲しい。そんな奴が日本のために働くわけない"
279,2022-12-22 13:34:02+00:00,iliasodyssea,@shiikazuo 新しい政治って、まさか共産党の独裁政権をおったてて、シーチン大統領って国民に呼ばせて、兄弟国とか因縁つけて中国を征服しにいこうとかしてるんじゃねーよな？
280,2022-12-22 13:34:00+00:00,jun1kana,国際政治chを見終えたので風呂入ってからThe Calisto Protcol始めるか。
281,2022-12-22 13:33:56+00:00,y77k99,"日本の【政治のがん】創価学会公明党
オウム統一教会と同類のカルト宗教が【自民党とグル】になり日本を腐らせた
政教分離の原則を無視し、金の亡者となり、日蓮の教えを踏みにじり、日本国民を食い物にする創価学会

とっとと国会から退場せよ https://t.co/QkW9RiJ4kG"
282,2022-12-22 13:33:56+00:00,hyaku_oyaji,Twitterより先に動画見つけてしまった。
283,2022-12-22 13:33:52+00:00,yukachanman123,街で政治家の先生様が街頭演説をしていて、「今、日本はまさに崖っぷちに立たされている状態でございます！」って言ってて、まぁそうだよねぇと思ったてら「我々は今、新たなる一歩を踏み出すために…」って言ってて、((崖っぷちから一歩踏み出したら…))って心のなかで突っ込んだ。
284,2022-12-22 13:33:50+00:00,vYU6TY6WdKulIC0,@ProfShimada 自民党で力をもっていたからな。世界は無い政治家だった。
285,2022-12-22 13:33:50+00:00,QuarrelBlue,悪用を回避し事業の中立性を保つという意味では一つの見識ではあるけど、「特定の個人・団体への批判」への使用を禁止するということは腐敗政治家や独裁者、暴力扇動者やテロ組織の批判にも使えないはずで、政治的立場を問わず「ざまぁ」とか言える性質のものではないと思うんだけど https://t.co/qMBY551aIM
286,2022-12-22 13:33:49+00:00,itm_massa,自民支持は立正佼成会内の保守層へのものでしかないですよ。表向きは自民支持してても裏ではそうではなかったみたいですしね。自民支持も親中親韓親北政治家しかまともに支持しなかったしね。それがバレて自民から三行半を叩きつけられる直前に立正佼成会が自民から離れた。創価公明を理由にして。 https://t.co/UBvuR7ukAh
287,2022-12-22 13:33:47+00:00,genjou_kaihuku,憲法じゃないものを憲法だって言い張って商売してる政治家や学者やその界隈は、国賊の自覚はあるのかな？お兄ちゃん、どう思う？
288,2022-12-22 13:33:43+00:00,AkikazuMiku,"………？
そのピンチにしたのは、自民公明の政治的ミスでしょ？
自民党＝旧○○○会
公明党＝創○○会
…あら？偶然！

軍事力勝負動画作る人の投稿動画を楽しみましょう！#TikTok https://t.co/bZbL9WPPSf"
289,2022-12-22 13:33:41+00:00,qnonsense,俗に言う「第二回変態三頭政治」に「上履き泥棒サブちゃん」「マスターハンド」と共に数えられる変態で、遮光カーテンをも透視し1000枚以上の盗撮写真をWeb上にあげたものの、盗撮現場を高校生にシメられ脱肛、以来「鯖」という通称で知られたのは誰？
290,2022-12-22 13:33:39+00:00,oguray,"で、銀座の高級クラブの20代美女にはいくら貢いだんでしょうか。おい、薗浦、しっかり記者会見を開いて説明しろよ。

「費用公開でガラス張りに」と回答していた薗浦氏　辞職に揺れる地元：朝日新聞デジタル https://t.co/3uSFSBzj4V #"
291,2022-12-22 13:33:38+00:00,madaramecartoon,"【官邸などでの体験４２】『虎の威を借る狐』内閣府参与が来たことで政治家に頻繁に呼び出されることはなくなりましたね。平常状態に戻すため主メンバーが集まる朝会を提案したことも評価してます。ただねぇ・・・
https://t.co/zO5NAm19V1"
292,2022-12-22 13:33:35+00:00,takumi_itabashi,おお、ついに！　飯田さんの章だけお先に拝読しましたが、国際政治（史）学徒必読の内容です。 https://t.co/4mzx2b8XAR
293,2022-12-22 13:33:33+00:00,shientoha,@hayakawa_t2 政治の失敗にはこんなにも寛容なのにね…！
294,2022-12-22 13:33:31+00:00,koureki2679,"【正しい選挙のすゝめ】
投票して終わりは議員や党に「白紙の委任状」を渡したに過ぎません。

参政権　#政治に参加する権利　なんです。

今、亡国に傾いているのはどちらの支持者が
『より強くより多く参政権を行使したか』その結果そのものです
『政治に参加する権利を行使する』かです"
295,2022-12-22 13:33:28+00:00,hikari_SMN,"政治イデオロギーを持ってる人と話をするとする。ところが個人的に話している時の政治思想と、演説、物を書いたりするときとは違っているのだ。というのは、彼らにとってイデオロギーというものは単なる道具なのだ、自分じゃ思想だと思っている。だから彼らには思想がないのだ
https://t.co/IzgQ2yuEzO"
296,2022-12-22 13:33:27+00:00,uma_shika_www,こんなに他国のために全力で日本の政治家やってる人も珍しい。 https://t.co/EYY7xejnw7
297,2022-12-22 13:33:24+00:00,bandainokairai1,いずむぃこせんせい　とくにからだにきをつけるの　　　ねんまつだからって　おもちのたべすぎは　よくないの　もちもち 小泉 悠×東野篤子×高橋杉雄「大忘年会2022」 #国際政治ch 135 / ニコ生視聴中 https://t.co/9HUJCnlR7l
298,2022-12-22 13:33:20+00:00,viyobcsL2MJwssz,"@tachibanat @YouTube このような倫理感の持ち主が
パーを扇動して日本の政治に影響を
与える。
恐怖を感じます。"
299,2022-12-22 13:33:19+00:00,12E3QeZ5h2LtM7S,"@nikone_25 @jaYgh09lGDFTDR6 実はキッシーは出来る子でした

と、言うのが最近分かり始めました

木原誠二いわく文雄は保守政治家らしいです

安倍さんが亡くなった時に流した涙は本物だったのかも

増税は残念ですが、西田先生が今回の増税についてYouTubeで説明してますが
中身はそんなに悪くないかと

勿論、国債がベターですが"
300,2022-12-22 13:33:19+00:00,corerisufire55,"@marupei_0818 相手にしないほうが利口だよ☺
国民民主党支持者でも政治思想は千差万別だから大同小異で前に進みましょう😷"
301,2022-12-22 13:33:18+00:00,hanausagi19691,政治家は責任をとらない。
302,2022-12-22 13:33:18+00:00,tfIefbyLbEG1KNp,@tweetsoku1 この人は気に入らない政治家は殺しても良いと取れる発言をしていますね…まさにテロリスト。選挙の意味すら解らない。
303,2022-12-22 13:33:18+00:00,98x3MRiX08ClVpf,@tweetsoku1 @office_yuka 増税の前に、政治家の定年つくれや！！！
304,2022-12-22 13:33:15+00:00,TomuMori,@koichi_kawakami @kishida230 今の与党政治家に、国民の方を向いている者がいる訳がないと思います。自分のことしか考えない税金泥棒達です。
305,2022-12-22 13:33:14+00:00,FUMIMARO_bot,目下軍部の力が強いのは、軍部に、日本の国をどこへ持ってゆくかという案があるからで(中略)今日の政治家が軍部に引きずられてゆくのも、仕方がない。
306,2022-12-22 13:33:11+00:00,YM321212,"日本の政治家さん聞いてますか？？
日本はもっと子どものこと考えて！！ https://t.co/9P4Df4pf7F"
307,2022-12-22 13:33:07+00:00,miechannel18,三重県政治掲示板。あなたの三重県の政治に対する想いは？？ https://t.co/yNetUS5uZe 政治スレッド4【これで良い？三重県政】
308,2022-12-22 13:33:01+00:00,6yota209,@kuboki_0389 わからないまま進むの普通に死んじゃう
309,2022-12-22 13:33:00+00:00,keikoworld,子供食堂が全国に6000も。防衛費増額どころではない。子供を幸せにしないと将来がなくなる。 https://t.co/lmOJXBxUp4
310,2022-12-22 13:32:59+00:00,GN001_EXIA_1019,@oogiri_zamurai 大国日本連合　政治結社無心塾総本部
311,2022-12-22 13:32:53+00:00,punpun_monk,"１０年使ってなかった電化製品が正常に動く保証あるか？
それを考えたら原発だってそうだし、それに人名に関わる問題だよ。
電化製品だって火災に繋がる可能性があるからこわいよ１０年つかってない原発なんてほんと怖い。
これってまた何かあっても政治家はだれも責任とらない。
 #報道ステーション"
312,2022-12-22 13:32:52+00:00,Aaron___noraA,"@mitihazure0322 だよなぁ～🙄
ボーナス300万やるから政治家やれって言われても俺はやらんし、みんなもそうやろ？"
313,2022-12-22 13:32:51+00:00,hlmsnowu,"自民党がやりたい放題。
日本の政治もここに終わった感がある。"
314,2022-12-22 13:32:49+00:00,Yuka_Mishima,経済だけですから。政治も文化も日本のニュースが世界を駆け巡ることはない。でも自動車メーカーの社長交代のニュースは世界が注目する。#hagetaka
315,2022-12-22 13:32:48+00:00,kurage_shikatsu,"W杯の合間の飲酒キャス
#政治 #ホラー #野球 #宗教
https://t.co/F5uII87F77"
316,2022-12-22 13:32:47+00:00,akymys,〓 #平和 〓 国家や #政治 は #国民 を守るためにある。決して戦場に送るためではない。送らないために働くのが #政治家 である。国民＝ #家族 を見殺しにして #国家 で御座いとは、痴がましいにも程がある！ #拡散 #愛 #脱無関心 #軍事 #子供 #こども #RT
317,2022-12-22 13:32:44+00:00,CnnnoriT,"前に、ある人に聞いた事。
政治団体って資本金ってあるんですか？と
聞いたら ないそうです。

要は設立届一つで、出来るって事。。
寄付とかスパチャ等で集めて政党になる訳だ···"
318,2022-12-22 13:32:43+00:00,prometheus59650,自民党の、特に叩き上げ、成り上がり者の議員は、明らかに「学歴コンプレックス」ある。だか「学術会議」の様な、いわば“ハイソな集まり”があると、もうそれだけで邪魔、妨害をしたくなるのだ❗️学歴社会を是正する様にうごくべき政治屋が、自らのコンプレックスに負けていて、どうするのか😠 https://t.co/dQa9lywIvi
319,2022-12-22 13:32:43+00:00,sakizoo9615,Twitterや Instagramで公式マーク貰えない事に苛立ち、非難してたよな？思想や政治的主張の違いを理由にして相手を批判 排除 排他するのって簡単なんだけどね、、、？ https://t.co/XYWXT8RbEn
320,2022-12-22 13:32:42+00:00,peacetojustice,"30歳男性
発熱、関節痛があり、
抗原キットは陰性
インフルっぽくもあり、
しかしコロナならイベルメクチンを早く飲んだほうがいいかなと。

どなたか知見をお持ちの医師の方
アドバイス頂けると助かります。"
321,2022-12-22 13:32:41+00:00,p_switcher,福田赳夫さん：昭和の黄門さま・・・を自認してたけど、何か悪を正したかしら？ #psb
322,2022-12-22 13:32:41+00:00,_YuSho_Bot_,"岸「ニュースは毎朝必ずチェックしてる。でも、政治関係は難しくてよくわからない！芸能ネタのほうが見ていて楽かも（笑）。（佐藤）勝利が時事ネタをよく話してくるから、一緒に時代の流れについて語ることはあるけど、俺はコメンテーターには……ほど遠いなあ。」
（2016年6月、QLAP）"
323,2022-12-22 13:32:41+00:00,Rseiziiinkai,"動画の宣伝
【この酒に合うアテ＃4】風の森に合うアテは？ https://t.co/W3397kYWKc @YouTubeより"
324,2022-12-22 13:32:41+00:00,sonic1015,幸福の科学・大川隆法総裁の長男が長井秀和の応援演説で政党立ち上げを明かす！“宗教2世”の出馬が続々（女性自身） https://t.co/dn9mvzJ0kC 宗教2世の問題は分かるが、それで政治家に立候補する意味がよく分からない。
325,2022-12-22 13:32:40+00:00,salt1274,回鍋肉 https://t.co/ijPV0IFEFu
326,2022-12-22 13:32:38+00:00,ruiz_shimizu,"東京　乃　特徴

回転寿司　ガ　止マルト

ネタ　ガ　腐流　

腐敗　毎年　四分乃一　

腐敗　政権　政府　政治　現実

事実　国民　認識　子供　学校

食育　教育　税金　泥棒　犯罪

悪影響　阿保　無能　連中　

大ヒナル矛盾　倭国　我ガ国

シラス國　☝️   ☝️   ☝️

責任逃レ　知事　議員　風　濊 https://t.co/Nn2fxazLp6"
327,2022-12-22 13:32:38+00:00,shinobukonno,"政権中枢で切り盛りしたあの菅官房長官も、この人には一目も二目も置いていた。こうしたドンと呼ばれるような実力者、ヒールな魅力ある政治家はこれからの時代はなかなか出てこないでしょまあね。ご冥福をお祈りします。
#Yahooニュース
https://t.co/bdCsyzO1aJ"
328,2022-12-22 13:32:36+00:00,strawberry_ww,この国の政治が狂っていることに早く気付かないと何も変わらない。メディアはほぼ政府の言いなり。一日中テレビしか観ない田舎のじじばばが狂った政治に気付かないのはしょうがないかも知れないけどネットで情報を知ることが出来る人はそんなじじばばたちのためにも声をあげよう
329,2022-12-22 13:32:36+00:00,Zw4VkhzFEkcoMQ8,"#岸田は不要不急の増税やめろ

増税するくせに良く言うよ。
我々は働かないといけない。
政治家は、何もしなくても、犯罪をおかしても報酬受け取れるけどな。

岸田首相が大雪警戒で再び「不要不急の外出避けて」と要請に「言われなくても」とSNS総ツッコミ　（中日スポーツ） https://t.co/CGgMSOFJYW"
330,2022-12-22 13:32:34+00:00,SIN71152764,"日本への侵略を促し社会主義政権の樹立を狙うクズ野郎なのかそれとも本気でこう思ってる大バカなのか判断しかねるがどちらにせよ救いようがない。

あと右でも左でもよく見かけるがこういう自分の政治主義主張の為のアカウントにキャラクターを利用する奴ら見てて虫酸が走る。 https://t.co/qJ5kqSlP9r"
331,2022-12-22 13:32:32+00:00,baronpiyo,"@yuka_sk0327 いじめっ子：遊びのつもりだった
ぽぽら：しつけのつもりだった
自民党：政治のつもりだった

全く同レベル💢"
332,2022-12-22 13:32:30+00:00,kentoraneko1,"税金の無駄遣いを全然検証しないから
何回でも同じ過ちをくり返す
そして損害は税金で穴埋め

廃棄ばっかりの東京五輪「弁当30万食」「食料175トン」「防護服・マスク500万円ぶん」…国立競技場は国負担の維持費56億円で大赤字の惨状（SmartFLASH） https://t.co/hVmYvyEtw1"
333,2022-12-22 13:32:25+00:00,onpika,"地獄の民主党政権の愚策・原発ゼロ。
口だけのリベラルに政治を任せてはいけないという典型例。
そもそも菅のボケが海水流入とベントを認めりゃここまでの惨劇は回避出来た可能性が高い。
そのツケがもうじき終わる…のか？
#報道ステーション https://t.co/p0Hwuif5cA"
334,2022-12-22 13:32:22+00:00,Cool_burn10,@20020228Shu @matsumotoclinic 個人では無理なのは分かります。国民が分裂、分断する事も無意味です。強制する事も良くないが、声を上げる事をやめたら何も変わらない。変われる国は国民が政府にNOという意志を表す、国民なしに政治はできません。
335,2022-12-22 13:32:22+00:00,AmiChatNoir,"【怒った方がいいですよ🤬】
ゲイやレズの恋人探しの場とか、婚活男女のお見合いパーティーとか、韓国語、キムチ作りなどはやりたきゃ自分のお金で好きなだけやればいいじゃん‼️💢
血税でやることじゃないでしょ⁉️😩
こんなイベントに税金を出すことを決めた政治家や官僚は責任取らなきゃダメだよ‼️🔥 https://t.co/ZmkoJw3l1N"
336,2022-12-22 13:32:15+00:00,NaoyaYoshino,バイデン氏、支援縮小論にクギ　ゼレンスキー氏招請 https://t.co/fL5IF3Xagk
337,2022-12-22 13:32:13+00:00,msTDpN0CO87NZii,国民にとって具体的に利益にかなうものや実際に結果がでる政策ならば国民や有権者にとって望ましく必要なことである。【必要なのは国民の利益。大企業と政治家の利益は二の次でよろしい！】
338,2022-12-22 13:32:10+00:00,m_castle_us,政治と社会6回出し忘れました。対戦よろしくお願いします。
339,2022-12-22 13:32:09+00:00,libertyfree5,"経済財政諮問会議に出席するのは閣僚と民間議員で、これは政治の人事。それを支える政策統括官は官僚の人事で、内閣府の中の話。

人事権を振りかざせばいいわけで、財務省の強い影響下にあるという理由付けが出来るように思わない。いつの諮問会議を指して言ってるのかなあと。"
340,2022-12-22 13:32:06+00:00,xOQ379NXwMKFFXe,"@ModJapan_jp 03

日本の政治家は安全なところで
外資企業から賄賂を受け取とり

自分の私兵のごとく国運営の自衛隊を派遣できてしまう

２００７年より外資系企業からの献金規制緩和　勿論自民が筆頭 https://t.co/Ah7hWqz0Nc"
341,2022-12-22 13:32:05+00:00,onisavulo_kakky,【皇道経済と明治維新】④坂本龍馬は幕末の維新時代に於いては霊的にはキリストの位置にあり、霊的にヨハネの位置にあったのは土佐勤皇党を結成した瑞山武市半平太であった。そしてこの二人は親戚筋であったという。#onisavulo
342,2022-12-22 13:32:03+00:00,an_ko_5,この発言はちょっとびっくり。お金を出して他国の医療インフラに乗っかることに対して政治家が支援を呼びかけるのはおかしい。 https://t.co/daAu2ZTlct
343,2022-12-22 13:32:00+00:00,computerophile,"国際政治Chでしれっと最後に嫌なこと言ったな・・・ｗ　アジアで戦争なければねって＞＜
まあ、ですよね～"
344,2022-12-22 13:31:58+00:00,NaoyaYoshino,空き家活用へ税優遇見直し　国交省案、規制緩和も検討 https://t.co/rrfVdsBKb3
345,2022-12-22 13:31:52+00:00,1dQSrxY4dk338r3,政治家女子４８党　立候補　申込み方法詳細　締め切り12月25日 https://t.co/uhkTKVYST4 @YouTubeより
346,2022-12-22 13:31:51+00:00,KinMan_daze,若い時に逃げることを覚えてしまった者は、大人になっても立ち向かうことができない。
347,2022-12-22 13:31:44+00:00,13nthKtn,岸田文雄、そろそろ政治家人生寿命来るからって好き勝手やっててほんまおもろい。潔く逝けや
348,2022-12-22 13:31:36+00:00,8AxvTu8NoystW0R,故郷を愛す地域を愛す。それと同じように国を愛す。愛国という言葉は穢れではない。　#愛国　#改憲
349,2022-12-22 13:31:36+00:00,amr_shin,【定期】景気が悪くても、一定の税収が確保できる消費税は財務省の甘え。 直接税中心の税制に変えて、景気を良くしようというインセンティブを政治家や官僚に持ってもらいましょう！ 世界の超大国アメリカは連邦税としての大型間接税は導入していません！
350,2022-12-22 13:31:33+00:00,paschen00,"民間はこうだから政治家もこうするべきという主張、どうなんでしょう / フィフィ　居眠り議員に苦言「国会議員にも定年が必要。寝てたらちゃんと叱ったらいい。民間なら…」(スポニチアネックス)
#Yahooニュース
https://t.co/kl92V1wZwY"
351,2022-12-22 13:31:29+00:00,kaowaka_camp,"@yukaaaaa2022222 長年の体質を変えるのってなんであーもフットワーク重いんやろね🙄
変わったら沢山の人が働きやすくなるのに、なんでその為の努力に二の足踏むんだろ。今の日本の大御所政治家と一緒。
ゆゆたんはジャンヌダルクやね✨"
352,2022-12-22 13:31:26+00:00,yassan101,@konotarogomame その残念な現状を変える力を国民に持たせてもらってるのが政治家ですよ！国民が国内で税金で心臓移植できるよう、頑張っていただきたい！
353,2022-12-22 13:31:22+00:00,ooami1234,"と言いたい。でも出されても通常の常識がある受験生はそんな回答しないけど。学説が異常に政治思想に偏るのが
人文系の試験問題で理解しがたい部分。
理系の教科書では数式間違えた時点訂正依頼が読者から多数来て刷り直しさせられ、学校の教科書として
その後採用してもらえなくなる。"
354,2022-12-22 13:31:21+00:00,uA3ZcapOasC1ysD,"@sasakirikarika ささきりかさん、いつもピンクが素敵ですね
茨城県内街頭で時間ある時に街頭演説回れば
知名度アップすると思います
今後も政治活動頑張られてください
お休みなさいませ。"
355,2022-12-22 13:31:15+00:00,FrankPrim1,@freaky30348464 @mattariver1 最後に、人の顔立ちや気質は、評価基準によってさまざまであり、美的センスの違いや年齢の経過によっても変化します。要するに、政治的傾向と外見的気質とを曖昧に結びつけた茶番が、研究であるはずがない、笑い話です。それに、こんな風馬牛的なものを結びつけて研究対象にする学者はいません。
356,2022-12-22 13:31:13+00:00,t_mind_zoom,村山幸徳『展望と開運2020』(KADOKAWA)。毎年、数々の出来事を的中させてきた話題のシリーズ最新版。政治、経済、社会の展望を示すと共に、個人の開運を明快に指南する未来の解説書。 https://t.co/CFjCLfLu6K #開運 #気学 #風水 #易経 #仏教
357,2022-12-22 13:31:11+00:00,jetfin100,年間10億の無駄使い。会議出席で日当が。会長で2万8800円、副会長で2万6400円、会員で1万9600円などとなっていて交通費や宿泊費は別途実費で精算されます」(NHK政治マガジンより)ふざけるな。学生へ給付しろ。 https://t.co/Rv1SCWpjJy
358,2022-12-22 13:31:11+00:00,t_mind_zoom,村山幸徳『展望と開運2020』(KADOKAWA)。毎年、数々の出来事を的中させてきた話題のシリーズ最新版。政治、経済、社会の展望を示すと共に、個人の開運を明快に指南する未来の解説書。 https://t.co/CFjCLg3DkS #開運 #気学 #風水 #易経 #仏教
359,2022-12-22 13:31:06+00:00,bandainokairai1,高橋杉雄生着替えシーンがみられるのは国際政治チャンネルだけ！ 小泉 悠×東野篤子×高橋杉雄「大忘年会2022」 #国際政治ch 135 / ニコ生視聴中 https://t.co/9HUJCnlR7l
360,2022-12-22 13:31:06+00:00,with2202,@satoshi3216 自民党議員も政治献金で問題があるんです
361,2022-12-22 13:31:02+00:00,meow164,"勝てばいいんだよ！みたいな
今の日本らしいクソな事案だと思うわ
大人がこれじゃ子供も腐っていくよ
てゆーか部活だけじゃなく政治もビジネスもこんなのばっかりだろ

市立尼崎高校の野球部コーチが“サイン盗み”を指示「親にも言うな」と口止め　部員うつ病発症
https://t.co/BMJJpMWLPQ"
362,2022-12-22 13:31:01+00:00,Okinawa_so_bar,"この方に投票した事はありませんので引用元のような感情はありませんが
前市長も自民
近隣ですが桜田氏も自民

政治的な話だとしづらい空気ですが
これが仮に民間企業の管理職の話に置き換えたら…？

という個人の感想です https://t.co/NTQZyVPiOm"
363,2022-12-22 13:30:58+00:00,IP66315051,@Sankei_news 検討すると言って何もしないその停滞した政治もなんとかしてください。あでも増税だけはスムーズでしたね〜
364,2022-12-22 13:30:58+00:00,Queennoxi,"友達同士でもそんないたずらをしてはいけない、しかも政治問題なら🤣
私たちはお互いに違う国の人ですから
FF外であれ何であれ、本人が何を間違ったのか自覚できないようだ🥲"
365,2022-12-22 13:30:51+00:00,aoki10_meigen,安倍政治をいつまでも許さないヨ
366,2022-12-22 13:30:51+00:00,kara_kichi,"ロシアとの外交的解決には、ドンバスの非武装化とウクライナが決してNATOに参加しないことを約束する調印された条約のようなものが含まれていたかもしれませんが
米国の政治支配層は、核武装したロシアとのこの代理戦争を望んでいたため、それを仕組みました。
👆
米国の狙いはウクライナの戦場化。 https://t.co/ZcmvRMykDQ"
367,2022-12-22 13:30:51+00:00,nandaumanosuke2,"総理大臣は大雪で外出控えろという前にモラトリアム3日するとかメーカー納期遅れによるペナルティ禁止政令とか出せよ
政治が無策だから雪が降ろうとも人や物が動かざるを得ないんだよ（いいかげん"
368,2022-12-22 13:30:49+00:00,ayatakasp2355,@UFBKllWimdEfRx2 明治大学の短大から政治経済学部に入って、明治大学政経卒をつかんだとか、いっぱいいますよ😊
369,2022-12-22 13:30:49+00:00,Motoi24ma,"今回の日銀の決定は、審議委員全員一致の判断なので、黒田総裁が日和った説は、ニワカには信じがたい。
岩田さん野口さん安達さんまで一斉に日和るもんかね?"
370,2022-12-22 13:30:48+00:00,musimusi_pan,蒸しパン王国は神権政治
371,2022-12-22 13:30:41+00:00,kojimam1956,"政治があまりにとんでもないことばかりで忘れそうになりましたが、今日は冬至でしたね。一番暗い日。明日からは、世の中も明るくなっていくように祈ります。
簿冊標題：農林省・穀物検査・昭和13年（1938）
件名：千葉　甘藷及南瓜検査規則中改正認可ニ関スル件　ですか。 https://t.co/uI4kF5YP0h"
372,2022-12-22 13:30:36+00:00,acpnihon,テクノロジー犯罪　人工的地震兵器、津波など自然改変装置は国際政治では当たり前 https://t.co/SJKTsUWv0b 　米のコーエン国防長官やブレジンスキー大統領補佐官ですら公の場で認めている。日本はそうした世界の動きにあまりにも無頓着　#拡散　集団ストーカー犯罪
373,2022-12-22 13:30:36+00:00,pingoquio,@kantei この中に日本人のことを本当に考えて政治をしている人がいるのでしょうか。
374,2022-12-22 13:30:33+00:00,FrankPrim1,@freaky30348464 @mattariver1 まず、ニューヨークポスト自身が政治的傾向が強く、ファクトチェックが弱いメディアであり、その発表内容は無意味で有害な公衆のものとみなされています。第二に、左翼か右翼かはそれ自体がとても曖昧な概念で、一人の人は政治的、経済的、社会文化的に全く異なる傾向の観点を持つことができます;
375,2022-12-22 13:30:31+00:00,SAC_soka,"ロバート・Ｎ・ベラー、島薗進、奥村隆編『宗教とグローバル市民社会』岩波書店
①本書は、グローバル市民社会における市民宗教の可能性を宗教社会学の巨匠が大胆に論じた魅力的な一冊である。現代の政治的な課題とは、弱肉強食を自明視する新自由主義の是正である。"
376,2022-12-22 13:30:31+00:00,AAiAvmIrZVVUL4b,"@HS6Zv2EcFh60XhZ @Mark2Yoneyama @ARIA6663 平和ボケが多いからね。政治家が暗殺される中で、平和にいられるわけがない。前にもハイチの大統領が武装集団に暗殺されるという事件が起こってる。
日本を備えるべきだ。"
377,2022-12-22 13:30:31+00:00,hahho_haho,"前々から聞くことが多い

今乗り越えれば未来は明るい  的な政治家のいう文句

明るかった試しがなくて笑っちゃう。"
378,2022-12-22 13:30:30+00:00,Hb10EWzrVFn71O6,日本の賃金は7年連続で下がってるのだろ？税金と生活費はそれぞれ1割以上上昇しているのにも関わらずだ。その中で企業は業績いいところもそりゃ有るだろうがね。金持ちの為の社会を作りたいという政治家や経済団体の狙い通りで喜んでいるのかね。
379,2022-12-22 13:30:23+00:00,Papiyas6kama,"@hazakurathithi 大体土着の信仰と政治の為の神話って矛盾するからね
特にエジプトはファラオの権威が高くなるにつれてやれあのファラオは神の子だの神の化身だの言い始めるから余計にややこしい"
380,2022-12-22 13:30:23+00:00,pink_yellowish,"ロシアに指摘される前に国内メディアがこのぐらい言うべき

「歴代の政治家が繰り返し宣言してきた平和的な発展を明確に否定し、抑制のきかない軍国主義路線に戻ることを意味する」
「必然的に新たな安全保障上の課題を引き起こし、アジア太平洋地域の緊張を高めることになる」https://t.co/AwHFeun8fj"
381,2022-12-22 13:30:15+00:00,bandainokairai1,締めなくていいよ？ 小泉 悠×東野篤子×高橋杉雄「大忘年会2022」 #国際政治ch 135 / ニコ生視聴中 https://t.co/9HUJCnlR7l
382,2022-12-22 13:30:13+00:00,nakagawashoichi,政府がやれることはなんでもやらなければならない。何も発信しない日本、何もしない政治、何もしない首相はダメだ
383,2022-12-22 13:30:01+00:00,NpFKIwuvxaljgcz,"東海州政治家連盟名駅前街宣・平成26年1月26日・筒井タカヤ
https://t.co/GydTc0HNAr"
384,2022-12-22 13:29:59+00:00,GcemQ3,@J075075075 こんな老害はさっさと辞めて頂きたいですね〜
385,2022-12-22 13:29:58+00:00,negine_kaori,最近バイト先の常連にすげー話しかけられる、政治の話ばっかしてくんだけど…知らねーよ政治とか…
386,2022-12-22 13:29:56+00:00,syukyouseiji,人の領土に攻め入って住んでる人達の暮らしや命を奪って何言ってんの？ https://t.co/v7asMFaEjh
387,2022-12-22 13:29:49+00:00,lulu_t15_j29,#在日コリアンは外国人。自国の政治に参加して自国の候補者に投票させるのが正しい。在日ブラジル人はこれをやっているのに、コリアンがやらないのはおかしい。コリアンか参政権を訴えるべきは韓国政府。 https://t.co/OdxJh7kb8i
388,2022-12-22 13:29:48+00:00,YukiFiRacer,"インディ500がiRacingから無くなったのもeMotorsport云々言って金稼ぎしか興味のない人たちのせい？
eSport最高だよな。政治と金の世界だよな。まるで特定のメーカーのレギュを優遇するグランツーリスモみたいだ。"
389,2022-12-22 13:29:48+00:00,usaginoaccount,@sachi0017 僕はこれからゴルフ習おうとしてます。賃金向上のために日々の仕事以外からも政治的介入をしていこうかなと…
390,2022-12-22 13:29:47+00:00,celtista,"「この地区の約500メートル西では、1988年に同じく4町分の広大な邸宅跡が見つかり、出土した木簡の内容から、舎人親王と並ぶ奈良時代初期の皇族政治家、長屋王の邸宅跡だと分かった」
長屋王邸宅跡はそごうになってしまった。 https://t.co/3o7KkxmKlM"
391,2022-12-22 13:29:44+00:00,Hekaru_Yagiri,…偏ってないなんて事はないんですよ日経さんよ…。っていうかおたくの政治部だかがすっとぼけた事ツイートしてやがりましたがなつい先日… https://t.co/srTNF4HJnr
